P,N,E,N,N
3987,2196416.089,6521324.842,0,Standard Array Pier
3988,2196182.802,6521324.842,0,Standard Array Pier
3989,2196250.299,6521324.842,0,Standard Array Pier
3990,2196314.844,6521324.842,0,Standard Array Pier
3991,2196445.7,6521324.842,0,Standard Array Pier
3992,2196249.775,6521305.312,0,Standard Array Pier
3993,2196314.32,6521305.312,0,Standard Array Pier
3994,2196348.069,6521305.312,0,Standard Array Pier
3995,2196152.667,6521305.312,0,Standard Array Pier
3996,2196216.027,6521305.312,0,Standard Array Pier
3997,2196182.278,6521305.312,0,Standard Array Pier
3998,2196443.606,6521246.72,0,Standard Array Pier
3999,2196150.574,6521227.189,0,Standard Array Pier
4000,2196213.933,6521227.189,0,Standard Array Pier
4001,2196346.498,6521246.72,0,Standard Array Pier
4002,2196380.247,6521246.72,0,Standard Array Pier
4003,2196413.995,6521246.72,0,Standard Array Pier
4004,2196180.185,6521227.189,0,Standard Array Pier
4005,2196379.723,6521227.189,0,Standard Array Pier
4006,2196413.472,6521227.189,0,Standard Array Pier
4007,2196443.083,6521227.189,0,Standard Array Pier
4008,2196247.682,6521227.189,0,Standard Array Pier
4009,2196312.227,6521227.189,0,Standard Array Pier
4010,2196345.975,6521227.189,0,Standard Array Pier
4011,2196313.273,6521266.25,0,Standard Array Pier
4012,2196347.022,6521266.25,0,Standard Array Pier
4013,2196380.77,6521266.25,0,Standard Array Pier
4014,2196214.98,6521266.25,0,Standard Array Pier
4015,2196181.232,6521266.25,0,Standard Array Pier
4016,2196248.728,6521266.25,0,Standard Array Pier
4017,2196414.519,6521266.25,0,Standard Array Pier
4018,2196180.708,6521246.72,0,Standard Array Pier
4019,2196248.205,6521246.72,0,Standard Array Pier
4020,2196312.75,6521246.72,0,Standard Array Pier
4021,2196444.13,6521266.25,0,Standard Array Pier
4022,2196151.097,6521246.72,0,Standard Array Pier
4023,2196214.457,6521246.72,0,Standard Array Pier
4024,2196184.895,6521402.965,0,Standard Array Pier
4025,2196252.392,6521402.965,0,Standard Array Pier
4026,2196316.937,6521402.965,0,Standard Array Pier
4027,2196448.317,6521422.495,0,Standard Array Pier
4028,2196155.284,6521402.965,0,Standard Array Pier
4029,2196218.644,6521402.965,0,Standard Array Pier
4030,2196350.685,6521402.965,0,Standard Array Pier
4031,2196154.761,6521383.434,0,Standard Array Pier
4032,2196218.12,6521383.434,0,Standard Array Pier
4033,2196184.372,6521383.434,0,Standard Array Pier
4034,2196384.434,6521402.965,0,Standard Array Pier
4035,2196418.182,6521402.965,0,Standard Array Pier
4036,2196447.793,6521402.965,0,Standard Array Pier
4037,2196419.229,6521442.026,0,Standard Array Pier
4038,2196448.84,6521442.026,0,Standard Array Pier
4039,2196155.807,6521422.495,0,Standard Array Pier
4040,2196317.984,6521442.026,0,Standard Array Pier
4041,2196351.732,6521442.026,0,Standard Array Pier
4042,2196385.481,6521442.026,0,Standard Array Pier
4043,2196219.167,6521422.495,0,Standard Array Pier
4044,2196351.209,6521422.495,0,Standard Array Pier
4045,2196384.957,6521422.495,0,Standard Array Pier
4046,2196418.706,6521422.495,0,Standard Array Pier
4047,2196185.419,6521422.495,0,Standard Array Pier
4048,2196252.915,6521422.495,0,Standard Array Pier
4049,2196317.46,6521422.495,0,Standard Array Pier
4050,2196217.074,6521344.373,0,Standard Array Pier
4051,2196183.325,6521344.373,0,Standard Array Pier
4052,2196250.822,6521344.373,0,Standard Array Pier
4053,2196417.135,6521363.904,0,Standard Array Pier
4054,2196446.747,6521363.904,0,Standard Array Pier
4055,2196153.714,6521344.373,0,Standard Array Pier
4056,2196315.367,6521344.373,0,Standard Array Pier
4057,2196446.223,6521344.373,0,Standard Array Pier
4058,2196153.191,6521324.842,0,Standard Array Pier
4059,2196216.55,6521324.842,0,Standard Array Pier
4060,2196349.115,6521344.373,0,Standard Array Pier
4061,2196382.864,6521344.373,0,Standard Array Pier
4062,2196416.612,6521344.373,0,Standard Array Pier
4063,2196383.91,6521383.434,0,Standard Array Pier
4064,2196417.659,6521383.434,0,Standard Array Pier
4065,2196447.27,6521383.434,0,Standard Array Pier
4066,2196251.869,6521383.434,0,Standard Array Pier
4067,2196316.414,6521383.434,0,Standard Array Pier
4068,2196350.162,6521383.434,0,Standard Array Pier
4069,2196154.237,6521363.904,0,Standard Array Pier
4070,2196315.89,6521363.904,0,Standard Array Pier
4071,2196349.639,6521363.904,0,Standard Array Pier
4072,2196383.387,6521363.904,0,Standard Array Pier
4073,2196217.597,6521363.904,0,Standard Array Pier
4074,2196183.849,6521363.904,0,Standard Array Pier
4075,2196251.345,6521363.904,0,Standard Array Pier
4076,2196659.585,6521422.495,0,Standard Array Pier
4077,2196724.13,6521422.495,0,Standard Array Pier
4078,2196757.878,6521422.495,0,Standard Array Pier
4079,2196562.477,6521422.495,0,Standard Array Pier
4080,2196625.836,6521422.495,0,Standard Array Pier
4081,2196592.088,6521422.495,0,Standard Array Pier
4082,2196791.626,6521422.495,0,Standard Array Pier
4083,2196625.313,6521402.965,0,Standard Array Pier
4084,2196591.564,6521402.965,0,Standard Array Pier
4085,2196659.061,6521402.965,0,Standard Array Pier
4086,2196825.375,6521422.495,0,Standard Array Pier
4087,2196854.986,6521422.495,0,Standard Array Pier
4088,2196561.953,6521402.965,0,Standard Array Pier
4089,2196856.033,6521461.557,0,Standard Array Pier
4090,2196563,6521442.026,0,Standard Array Pier
4091,2196626.36,6521442.026,0,Standard Array Pier
4092,2196758.925,6521461.557,0,Standard Array Pier
4093,2196792.673,6521461.557,0,Standard Array Pier
4094,2196826.421,6521461.557,0,Standard Array Pier
4095,2196592.611,6521442.026,0,Standard Array Pier
4096,2196792.15,6521442.026,0,Standard Array Pier
4097,2196825.898,6521442.026,0,Standard Array Pier
4098,2196855.509,6521442.026,0,Standard Array Pier
4099,2196660.108,6521442.026,0,Standard Array Pier
4100,2196724.653,6521442.026,0,Standard Array Pier
4101,2196758.401,6521442.026,0,Standard Array Pier
4102,2196590.518,6521363.904,0,Standard Array Pier
4103,2196658.014,6521363.904,0,Standard Array Pier
4104,2196722.559,6521363.904,0,Standard Array Pier
4105,2196853.939,6521383.434,0,Standard Array Pier
4106,2196560.906,6521363.904,0,Standard Array Pier
4107,2196624.266,6521363.904,0,Standard Array Pier
4108,2196756.308,6521363.904,0,Standard Array Pier
4109,2196560.383,6521344.373,0,Standard Array Pier
4110,2196623.743,6521344.373,0,Standard Array Pier
4111,2196589.994,6521344.373,0,Standard Array Pier
4112,2196790.056,6521363.904,0,Standard Array Pier
4113,2196823.805,6521363.904,0,Standard Array Pier
4114,2196853.416,6521363.904,0,Standard Array Pier
4115,2196824.851,6521402.965,0,Standard Array Pier
4116,2196854.462,6521402.965,0,Standard Array Pier
4117,2196561.43,6521383.434,0,Standard Array Pier
4118,2196723.606,6521402.965,0,Standard Array Pier
4119,2196757.355,6521402.965,0,Standard Array Pier
4120,2196791.103,6521402.965,0,Standard Array Pier
4121,2196624.789,6521383.434,0,Standard Array Pier
4122,2196756.831,6521383.434,0,Standard Array Pier
4123,2196790.58,6521383.434,0,Standard Array Pier
4124,2196824.328,6521383.434,0,Standard Array Pier
4125,2196591.041,6521383.434,0,Standard Array Pier
4126,2196658.538,6521383.434,0,Standard Array Pier
4127,2196723.083,6521383.434,0,Standard Array Pier
4128,2196761.018,6521539.679,0,Standard Array Pier
4129,2196794.766,6521539.679,0,Standard Array Pier
4130,2196828.515,6521539.679,0,Standard Array Pier
4131,2196595.228,6521539.679,0,Standard Array Pier
4132,2196662.725,6521539.679,0,Standard Array Pier
4133,2196727.27,6521539.679,0,Standard Array Pier
4134,2196858.126,6521539.679,0,Standard Array Pier
4135,2196662.201,6521520.149,0,Standard Array Pier
4136,2196726.746,6521520.149,0,Standard Array Pier
4137,2196760.495,6521520.149,0,Standard Array Pier
4138,2196565.093,6521520.149,0,Standard Array Pier
4139,2196628.453,6521520.149,0,Standard Array Pier
4140,2196594.705,6521520.149,0,Standard Array Pier
4141,2196629.5,6521559.21,0,Standard Array Pier
4142,2196595.751,6521559.21,0,Standard Array Pier
4143,2196663.248,6521559.21,0,Standard Array Pier
4144,2196829.562,6521578.741,0,Standard Array Pier
4145,2196859.173,6521578.741,0,Standard Array Pier
4146,2196566.14,6521559.21,0,Standard Array Pier
4147,2196727.793,6521559.21,0,Standard Array Pier
4148,2196858.649,6521559.21,0,Standard Array Pier
4149,2196565.617,6521539.679,0,Standard Array Pier
4150,2196628.976,6521539.679,0,Standard Array Pier
4151,2196761.541,6521559.21,0,Standard Array Pier
4152,2196795.29,6521559.21,0,Standard Array Pier
4153,2196829.038,6521559.21,0,Standard Array Pier
4154,2196725.7,6521481.087,0,Standard Array Pier
4155,2196759.448,6521481.087,0,Standard Array Pier
4156,2196793.196,6521481.087,0,Standard Array Pier
4157,2196627.406,6521481.087,0,Standard Array Pier
4158,2196593.658,6521481.087,0,Standard Array Pier
4159,2196661.155,6521481.087,0,Standard Array Pier
4160,2196826.945,6521481.087,0,Standard Array Pier
4161,2196593.135,6521461.557,0,Standard Array Pier
4162,2196660.631,6521461.557,0,Standard Array Pier
4163,2196725.176,6521461.557,0,Standard Array Pier
4164,2196856.556,6521481.087,0,Standard Array Pier
4165,2196563.523,6521461.557,0,Standard Array Pier
4166,2196626.883,6521461.557,0,Standard Array Pier
4167,2196564.57,6521500.618,0,Standard Array Pier
4168,2196627.93,6521500.618,0,Standard Array Pier
4169,2196594.181,6521500.618,0,Standard Array Pier
4170,2196794.243,6521520.149,0,Standard Array Pier
4171,2196827.991,6521520.149,0,Standard Array Pier
4172,2196857.603,6521520.149,0,Standard Array Pier
4173,2196661.678,6521500.618,0,Standard Array Pier
4174,2196827.468,6521500.618,0,Standard Array Pier
4175,2196857.079,6521500.618,0,Standard Array Pier
4176,2196564.047,6521481.087,0,Standard Array Pier
4177,2196726.223,6521500.618,0,Standard Array Pier
4178,2196759.971,6521500.618,0,Standard Array Pier
4179,2196793.72,6521500.618,0,Standard Array Pier
4180,2196457.214,6521754.516,0,Standard Array Pier
4181,2196164.181,6521734.986,0,Standard Array Pier
4182,2196227.541,6521734.986,0,Standard Array Pier
4183,2196360.106,6521754.516,0,Standard Array Pier
4184,2196393.854,6521754.516,0,Standard Array Pier
4185,2196427.603,6521754.516,0,Standard Array Pier
4186,2196193.793,6521734.986,0,Standard Array Pier
4187,2196393.331,6521734.986,0,Standard Array Pier
4188,2196427.079,6521734.986,0,Standard Array Pier
4189,2196456.691,6521734.986,0,Standard Array Pier
4190,2196261.289,6521734.986,0,Standard Array Pier
4191,2196325.834,6521734.986,0,Standard Array Pier
4192,2196359.583,6521734.986,0,Standard Array Pier
4193,2196718.896,6521227.189,0,Standard Array Pier
4194,2196752.644,6521227.189,0,Standard Array Pier
4195,2196786.393,6521227.189,0,Standard Array Pier
4196,2196620.602,6521227.189,0,Standard Array Pier
4197,2196586.854,6521227.189,0,Standard Array Pier
4198,2196654.351,6521227.189,0,Standard Array Pier
4199,2196820.141,6521227.189,0,Standard Array Pier
4200,2196194.316,6521754.516,0,Standard Array Pier
4201,2196261.813,6521754.516,0,Standard Array Pier
4202,2196326.358,6521754.516,0,Standard Array Pier
4203,2196849.752,6521227.189,0,Standard Array Pier
4204,2196164.705,6521754.516,0,Standard Array Pier
4205,2196228.064,6521754.516,0,Standard Array Pier
4206,2196426.033,6521695.925,0,Standard Array Pier
4207,2196455.644,6521695.925,0,Standard Array Pier
4208,2196162.611,6521676.394,0,Standard Array Pier
4209,2196324.788,6521695.925,0,Standard Array Pier
4210,2196358.536,6521695.925,0,Standard Array Pier
4211,2196392.284,6521695.925,0,Standard Array Pier
4212,2196225.971,6521676.394,0,Standard Array Pier
4213,2196358.013,6521676.394,0,Standard Array Pier
4214,2196391.761,6521676.394,0,Standard Array Pier
4215,2196425.509,6521676.394,0,Standard Array Pier
4216,2196192.222,6521676.394,0,Standard Array Pier
4217,2196259.719,6521676.394,0,Standard Array Pier
4218,2196324.264,6521676.394,0,Standard Array Pier
4219,2196260.766,6521715.455,0,Standard Array Pier
4220,2196325.311,6521715.455,0,Standard Array Pier
4221,2196359.059,6521715.455,0,Standard Array Pier
4222,2196163.658,6521715.455,0,Standard Array Pier
4223,2196227.018,6521715.455,0,Standard Array Pier
4224,2196193.269,6521715.455,0,Standard Array Pier
4225,2196392.808,6521715.455,0,Standard Array Pier
4226,2196226.494,6521695.925,0,Standard Array Pier
4227,2196192.746,6521695.925,0,Standard Array Pier
4228,2196260.243,6521695.925,0,Standard Array Pier
4229,2196426.556,6521715.455,0,Standard Array Pier
4230,2196456.167,6521715.455,0,Standard Array Pier
4231,2196163.135,6521695.925,0,Standard Array Pier
4232,2196622.696,6521305.312,0,Standard Array Pier
4233,2196588.948,6521305.312,0,Standard Array Pier
4234,2196656.444,6521305.312,0,Standard Array Pier
4235,2196822.758,6521324.842,0,Standard Array Pier
4236,2196852.369,6521324.842,0,Standard Array Pier
4237,2196559.336,6521305.312,0,Standard Array Pier
4238,2196720.989,6521305.312,0,Standard Array Pier
4239,2196851.846,6521305.312,0,Standard Array Pier
4240,2196558.813,6521285.781,0,Standard Array Pier
4241,2196622.173,6521285.781,0,Standard Array Pier
4242,2196754.738,6521305.312,0,Standard Array Pier
4243,2196788.486,6521305.312,0,Standard Array Pier
4244,2196822.234,6521305.312,0,Standard Array Pier
4245,2196789.533,6521344.373,0,Standard Array Pier
4246,2196823.281,6521344.373,0,Standard Array Pier
4247,2196852.892,6521344.373,0,Standard Array Pier
4248,2196657.491,6521344.373,0,Standard Array Pier
4249,2196722.036,6521344.373,0,Standard Array Pier
4250,2196755.784,6521344.373,0,Standard Array Pier
4251,2196559.86,6521324.842,0,Standard Array Pier
4252,2196721.513,6521324.842,0,Standard Array Pier
4253,2196755.261,6521324.842,0,Standard Array Pier
4254,2196789.009,6521324.842,0,Standard Array Pier
4255,2196623.219,6521324.842,0,Standard Array Pier
4256,2196589.471,6521324.842,0,Standard Array Pier
4257,2196656.968,6521324.842,0,Standard Array Pier
4258,2196557.766,6521246.72,0,Standard Array Pier
4259,2196621.126,6521246.72,0,Standard Array Pier
4260,2196587.377,6521246.72,0,Standard Array Pier
4261,2196787.439,6521266.25,0,Standard Array Pier
4262,2196821.188,6521266.25,0,Standard Array Pier
4263,2196850.799,6521266.25,0,Standard Array Pier
4264,2196654.874,6521246.72,0,Standard Array Pier
4265,2196820.664,6521246.72,0,Standard Array Pier
4266,2196850.276,6521246.72,0,Standard Array Pier
4267,2196557.243,6521227.189,0,Standard Array Pier
4268,2196719.419,6521246.72,0,Standard Array Pier
4269,2196753.168,6521246.72,0,Standard Array Pier
4270,2196786.916,6521246.72,0,Standard Array Pier
4271,2196754.214,6521285.781,0,Standard Array Pier
4272,2196787.963,6521285.781,0,Standard Array Pier
4273,2196821.711,6521285.781,0,Standard Array Pier
4274,2196588.424,6521285.781,0,Standard Array Pier
4275,2196655.921,6521285.781,0,Standard Array Pier
4276,2196720.466,6521285.781,0,Standard Array Pier
4277,2196851.322,6521285.781,0,Standard Array Pier
4278,2196655.398,6521266.25,0,Standard Array Pier
4279,2196719.943,6521266.25,0,Standard Array Pier
4280,2196753.691,6521266.25,0,Standard Array Pier
4281,2196558.29,6521266.25,0,Standard Array Pier
4282,2196621.649,6521266.25,0,Standard Array Pier
4283,2196587.901,6521266.25,0,Standard Array Pier
4284,2196903.301,6521227.189,0,Standard Array Pier Damper
4285,2196538.099,6521617.802,0,Standard Array Pier Damper
4286,2196903.824,6521246.72,0,Standard Array Pier Damper
4287,2196097.025,6521227.189,0,Standard Array Pier Damper
4288,2196889.831,6521617.802,0,Standard Array Pier Damper
4289,2196537.052,6521578.741,0,Standard Array Pier Damper
4290,2196888.784,6521578.741,0,Standard Array Pier Damper
4291,2196537.576,6521598.271,0,Standard Array Pier Damper
4292,2196889.307,6521598.271,0,Standard Array Pier Damper
4293,2196099.119,6521305.312,0,Standard Array Pier Damper
4294,2196905.394,6521305.312,0,Standard Array Pier Damper
4295,2196099.642,6521324.842,0,Standard Array Pier Damper
4296,2196905.918,6521324.842,0,Standard Array Pier Damper
4297,2196098.595,6521285.781,0,Standard Array Pier Damper
4298,2196904.348,6521266.25,0,Standard Array Pier Damper
4299,2196097.549,6521246.72,0,Standard Array Pier Damper
4300,2196904.871,6521285.781,0,Standard Array Pier Damper
4301,2196098.072,6521266.25,0,Standard Array Pier Damper
4302,2196885.644,6521461.557,0,Standard Array Pier Damper
4303,2196533.389,6521442.026,0,Standard Array Pier Damper
4304,2196886.167,6521481.087,0,Standard Array Pier Damper
4305,2196533.912,6521461.557,0,Standard Array Pier Damper
4306,2196885.12,6521442.026,0,Standard Array Pier Damper
4307,2196532.342,6521402.965,0,Standard Array Pier Damper
4308,2196884.074,6521402.965,0,Standard Array Pier Damper
4309,2196532.865,6521422.495,0,Standard Array Pier Damper
4310,2196884.597,6521422.495,0,Standard Array Pier Damper
4311,2196536.006,6521539.679,0,Standard Array Pier Damper
4312,2196887.737,6521539.679,0,Standard Array Pier Damper
4313,2196536.529,6521559.21,0,Standard Array Pier Damper
4314,2196888.261,6521559.21,0,Standard Array Pier Damper
4315,2196535.482,6521520.149,0,Standard Array Pier Damper
4316,2196886.691,6521500.618,0,Standard Array Pier Damper
4317,2196534.435,6521481.087,0,Standard Array Pier Damper
4318,2196887.214,6521520.149,0,Standard Array Pier Damper
4319,2196534.959,6521500.618,0,Standard Array Pier Damper
4320,2196906.441,6521344.373,0,Standard Array Pier Damper
4321,2196106.446,6521578.741,0,Standard Array Pier Damper
4322,2196912.721,6521578.741,0,Standard Array Pier Damper
4323,2196106.969,6521598.271,0,Standard Array Pier Damper
4324,2196913.245,6521598.271,0,Standard Array Pier Damper
4325,2196105.922,6521559.21,0,Standard Array Pier Damper
4326,2196911.675,6521539.679,0,Standard Array Pier Damper
4327,2196104.876,6521520.149,0,Standard Array Pier Damper
4328,2196912.198,6521559.21,0,Standard Array Pier Damper
4329,2196105.399,6521539.679,0,Standard Array Pier Damper
4330,2196110.109,6521715.455,0,Standard Array Pier Damper
4331,2196109.586,6521695.925,0,Standard Array Pier Damper
4332,2196111.156,6521754.516,0,Standard Array Pier Damper
4333,2196110.633,6521734.986,0,Standard Array Pier Damper
4334,2196109.063,6521676.394,0,Standard Array Pier Damper
4335,2196107.492,6521617.802,0,Standard Array Pier Damper
4336,2196913.768,6521617.802,0,Standard Array Pier Damper
4337,2196108.539,6521656.863,0,Standard Array Pier Damper
4338,2196108.016,6521637.333,0,Standard Array Pier Damper
4339,2196101.735,6521402.965,0,Standard Array Pier Damper
4340,2196908.011,6521402.965,0,Standard Array Pier Damper
4341,2196102.259,6521422.495,0,Standard Array Pier Damper
4342,2196908.534,6521422.495,0,Standard Array Pier Damper
4343,2196101.212,6521383.434,0,Standard Array Pier Damper
4344,2196906.964,6521363.904,0,Standard Array Pier Damper
4345,2196100.165,6521344.373,0,Standard Array Pier Damper
4346,2196907.488,6521383.434,0,Standard Array Pier Damper
4347,2196100.689,6521363.904,0,Standard Array Pier Damper
4348,2196910.628,6521500.618,0,Standard Array Pier Damper
4349,2196103.829,6521481.087,0,Standard Array Pier Damper
4350,2196911.151,6521520.149,0,Standard Array Pier Damper
4351,2196104.352,6521500.618,0,Standard Array Pier Damper
4352,2196910.105,6521481.087,0,Standard Array Pier Damper
4353,2196102.782,6521442.026,0,Standard Array Pier Damper
4354,2196909.058,6521442.026,0,Standard Array Pier Damper
4355,2196103.306,6521461.557,0,Standard Array Pier Damper
4356,2196909.581,6521461.557,0,Standard Array Pier Damper
4357,2196531.819,6521383.434,0,Standard Array Pier Damper
4358,2196478.975,6521461.557,0,Standard Array Pier Damper
4359,2196126.72,6521442.026,0,Standard Array Pier Damper
4360,2196479.498,6521481.087,0,Standard Array Pier Damper
4361,2196127.243,6521461.557,0,Standard Array Pier Damper
4362,2196478.451,6521442.026,0,Standard Array Pier Damper
4363,2196125.673,6521402.965,0,Standard Array Pier Damper
4364,2196477.405,6521402.965,0,Standard Array Pier Damper
4365,2196126.196,6521422.495,0,Standard Array Pier Damper
4366,2196477.928,6521422.495,0,Standard Array Pier Damper
4367,2196129.336,6521539.679,0,Standard Array Pier Damper
4368,2196481.068,6521539.679,0,Standard Array Pier Damper
4369,2196129.86,6521559.21,0,Standard Array Pier Damper
4370,2196481.592,6521559.21,0,Standard Array Pier Damper
4371,2196128.813,6521520.149,0,Standard Array Pier Damper
4372,2196480.021,6521500.618,0,Standard Array Pier Damper
4373,2196127.766,6521481.087,0,Standard Array Pier Damper
4374,2196480.545,6521520.149,0,Standard Array Pier Damper
4375,2196128.29,6521500.618,0,Standard Array Pier Damper
4376,2196474.264,6521285.781,0,Standard Array Pier Damper
4377,2196122.009,6521266.25,0,Standard Array Pier Damper
4378,2196474.788,6521305.312,0,Standard Array Pier Damper
4379,2196122.533,6521285.781,0,Standard Array Pier Damper
4380,2196473.741,6521266.25,0,Standard Array Pier Damper
4381,2196120.963,6521227.189,0,Standard Array Pier Damper
4382,2196472.694,6521227.189,0,Standard Array Pier Damper
4383,2196121.486,6521246.72,0,Standard Array Pier Damper
4384,2196473.218,6521246.72,0,Standard Array Pier Damper
4385,2196124.626,6521363.904,0,Standard Array Pier Damper
4386,2196476.358,6521363.904,0,Standard Array Pier Damper
4387,2196125.149,6521383.434,0,Standard Array Pier Damper
4388,2196476.881,6521383.434,0,Standard Array Pier Damper
4389,2196124.103,6521344.373,0,Standard Array Pier Damper
4390,2196475.311,6521324.842,0,Standard Array Pier Damper
4391,2196123.056,6521305.312,0,Standard Array Pier Damper
4392,2196475.834,6521344.373,0,Standard Array Pier Damper
4393,2196123.579,6521324.842,0,Standard Array Pier Damper
4394,2196482.115,6521578.741,0,Standard Array Pier Damper
4395,2196528.678,6521266.25,0,Standard Array Pier Damper
4396,2196880.41,6521266.25,0,Standard Array Pier Damper
4397,2196529.202,6521285.781,0,Standard Array Pier Damper
4398,2196880.934,6521285.781,0,Standard Array Pier Damper
4399,2196528.155,6521246.72,0,Standard Array Pier Damper
4400,2196879.363,6521227.189,0,Standard Array Pier Damper
4401,2196135.093,6521754.516,0,Standard Array Pier Damper
4402,2196879.887,6521246.72,0,Standard Array Pier Damper
4403,2196527.632,6521227.189,0,Standard Array Pier Damper
4404,2196883.027,6521363.904,0,Standard Array Pier Damper
4405,2196530.772,6521344.373,0,Standard Array Pier Damper
4406,2196883.55,6521383.434,0,Standard Array Pier Damper
4407,2196531.295,6521363.904,0,Standard Array Pier Damper
4408,2196882.504,6521344.373,0,Standard Array Pier Damper
4409,2196529.725,6521305.312,0,Standard Array Pier Damper
4410,2196881.457,6521305.312,0,Standard Array Pier Damper
4411,2196530.249,6521324.842,0,Standard Array Pier Damper
4412,2196881.98,6521324.842,0,Standard Array Pier Damper
4413,2196131.953,6521637.333,0,Standard Array Pier Damper
4414,2196483.685,6521637.333,0,Standard Array Pier Damper
4415,2196132.477,6521656.863,0,Standard Array Pier Damper
4416,2196484.208,6521656.863,0,Standard Array Pier Damper
4417,2196131.43,6521617.802,0,Standard Array Pier Damper
4418,2196482.638,6521598.271,0,Standard Array Pier Damper
4419,2196130.383,6521578.741,0,Standard Array Pier Damper
4420,2196483.162,6521617.802,0,Standard Array Pier Damper
4421,2196130.907,6521598.271,0,Standard Array Pier Damper
4422,2196486.302,6521734.986,0,Standard Array Pier Damper
4423,2196134.047,6521715.455,0,Standard Array Pier Damper
4424,2196486.825,6521754.516,0,Standard Array Pier Damper
4425,2196134.57,6521734.986,0,Standard Array Pier Damper
4426,2196485.778,6521715.455,0,Standard Array Pier Damper
4427,2196133,6521676.394,0,Standard Array Pier Damper
4428,2196484.732,6521676.394,0,Standard Array Pier Damper
4429,2196133.523,6521695.925,0,Standard Array Pier Damper
4430,2196485.255,6521695.925,0,Standard Array Pier Damper
4431,2195783.279,6521539.679,0,Standard Array Pier_Edge
4432,2197233.795,6521539.679,0,Standard Array Pier_Edge
4433,2195782.755,6521520.149,0,Standard Array Pier_Edge
4434,2197234.842,6521578.741,0,Standard Array Pier_Edge
4435,2195783.802,6521559.21,0,Standard Array Pier_Edge
4436,2197234.319,6521559.21,0,Standard Array Pier_Edge
4437,2195781.708,6521481.087,0,Standard Array Pier_Edge
4438,2197232.225,6521481.087,0,Standard Array Pier_Edge
4439,2195781.185,6521461.557,0,Standard Array Pier_Edge
4440,2197233.272,6521520.149,0,Standard Array Pier_Edge
4441,2195782.232,6521500.618,0,Standard Array Pier_Edge
4442,2197232.748,6521500.618,0,Standard Array Pier_Edge
4443,2195787.465,6521695.925,0,Standard Array Pier_Edge
4444,2195786.942,6521676.394,0,Standard Array Pier_Edge
4445,2195786.419,6521656.863,0,Standard Array Pier_Edge
4446,2195789.036,6521754.516,0,Standard Array Pier_Edge
4447,2195788.512,6521734.986,0,Standard Array Pier_Edge
4448,2195787.989,6521715.455,0,Standard Array Pier_Edge
4449,2195784.849,6521598.271,0,Standard Array Pier_Edge
4450,2197235.365,6521598.271,0,Standard Array Pier_Edge
4451,2195784.325,6521578.741,0,Standard Array Pier_Edge
4452,2195785.895,6521637.333,0,Standard Array Pier_Edge
4453,2195785.372,6521617.802,0,Standard Array Pier_Edge
4454,2197235.889,6521617.802,0,Standard Array Pier_Edge
4455,2197231.702,6521461.557,0,Standard Array Pier_Edge
4456,2197227.515,6521305.312,0,Standard Array Pier_Edge
4457,2195776.475,6521285.781,0,Standard Array Pier_Edge
4458,2197226.991,6521285.781,0,Standard Array Pier_Edge
4459,2195777.521,6521324.842,0,Standard Array Pier_Edge
4460,2197228.038,6521324.842,0,Standard Array Pier_Edge
4461,2195776.998,6521305.312,0,Standard Array Pier_Edge
4462,2197225.945,6521246.72,0,Standard Array Pier_Edge
4463,2195774.905,6521227.189,0,Standard Array Pier_Edge
4464,2197225.421,6521227.189,0,Standard Array Pier_Edge
4465,2195775.951,6521266.25,0,Standard Array Pier_Edge
4466,2197226.468,6521266.25,0,Standard Array Pier_Edge
4467,2195775.428,6521246.72,0,Standard Array Pier_Edge
4468,2197230.655,6521422.495,0,Standard Array Pier_Edge
4469,2195779.615,6521402.965,0,Standard Array Pier_Edge
4470,2197230.132,6521402.965,0,Standard Array Pier_Edge
4471,2195780.662,6521442.026,0,Standard Array Pier_Edge
4472,2197231.178,6521442.026,0,Standard Array Pier_Edge
4473,2195780.138,6521422.495,0,Standard Array Pier_Edge
4474,2197229.085,6521363.904,0,Standard Array Pier_Edge
4475,2195778.045,6521344.373,0,Standard Array Pier_Edge
4476,2197228.562,6521344.373,0,Standard Array Pier_Edge
4477,2195779.092,6521383.434,0,Standard Array Pier_Edge
4478,2197229.608,6521383.434,0,Standard Array Pier_Edge
4479,2195778.568,6521363.904,0,Standard Array Pier_Edge
4480,2195753.667,6521539.679,0,Standard Array Pier_Edge Damper
4481,2197263.406,6521539.679,0,Standard Array Pier_Edge Damper
4482,2195753.144,6521520.149,0,Standard Array Pier_Edge Damper
4483,2197264.453,6521578.741,0,Standard Array Pier_Edge Damper
4484,2195754.191,6521559.21,0,Standard Array Pier_Edge Damper
4485,2197263.93,6521559.21,0,Standard Array Pier_Edge Damper
4486,2195752.097,6521481.087,0,Standard Array Pier_Edge Damper
4487,2197261.836,6521481.087,0,Standard Array Pier_Edge Damper
4488,2195751.574,6521461.557,0,Standard Array Pier_Edge Damper
4489,2197262.883,6521520.149,0,Standard Array Pier_Edge Damper
4490,2195752.621,6521500.618,0,Standard Array Pier_Edge Damper
4491,2197262.36,6521500.618,0,Standard Array Pier_Edge Damper
4492,2195757.854,6521695.925,0,Standard Array Pier_Edge Damper
4493,2195757.331,6521676.394,0,Standard Array Pier_Edge Damper
4494,2195756.807,6521656.863,0,Standard Array Pier_Edge Damper
4495,2195759.424,6521754.516,0,Standard Array Pier_Edge Damper
